198053.8 3069589.1  990.01 42673 30  9251
199480.5 3069396.0 1009.86 42414 30  8107
200707.6 3068912.1  912.09 40883 30  5900
202466.7 3068206.7  885.14 35974 30  4513
205895.6 3068893.9  916.82 28729 30  4660
214449.8 3078623.9  240.65  4187 30  2112
214473.8 3077294.5  136.04  5074 30  2945
213432.3 3075906.3    5.28 14553 30  3111
212581.6 3074584.0   44.48 22769 30  3100
211835.2 3073233.7   56.89 26233 30  3553
211433.5 3071759.8   65.74 22289 30  3354
210955.7 3070701.7   81.72 17412 30  2933
209565.6 3070713.0   20.99 29902 30  6184
208838.8 3070258.5   11.86 31935 30  5861
208309.6 3068615.0   19.63 25589 30  4828
208332.9 3069660.5   16.48 32181 30  6228
208398.2 3070379.1   89.08 34935 30  6965
209210.3 3070649.7    8.83 33353 30  7297
211398.1 3071506.2   68.25 21296 30  3317
213113.9 3074575.6   10.13 16974 30  2144
214026.4 3076713.5    2.80  9337 30  2942
214941.2 3081375.5   13.85 -5344 30  1261
215438.4 3078578.6   26.01  -833 30  1418
214991.9 3080221.7   75.86 -1249 30  1640
215872.8 3079729.1   23.09 -7007 30  1016
209580.1 3074216.9  893.44 40317 30  5246
210677.4 3074800.3  636.86 37336 30  5154
209266.8 3072388.2  856.74 33998 30  5804
208459.2 3072668.4 1002.55 36464 30  6022
208559.7 3073529.9 1058.37 39560 30  5832
207554.9 3074108.8 1139.23 42521 30  5843
207183.4 3072686.9 1178.46 37409 30  6945
206682.4 3070832.8 1069.54 32864 30  7750
206656.5 3069837.6  956.53 30823 30  7145
204585.7 3068303.9  967.00 25776 30  4695
204745.7 3069350.1 1008.27 32141 30  4493
205200.3 3070925.6 1207.37 32883 30  6895
205453.5 3077953.5   51.65 32649 30  6824
205294.3 3078327.9   14.19 29172 30  4991
204959.0 3077206.3   53.80 38145 30  6168
203579.1 3077169.1   18.27 31459 30  2338
203192.9 3076840.5   35.46 30794 30  2146
203374.2 3075979.6   58.85 36359 30  2630
202411.6 3075190.2   84.10 36248 30  2356
201947.7 3075219.6   66.88 35819 30  2219
201581.5 3074495.0  123.34 40024 30  2611
200468.2 3074455.5   62.95 38506 30  3205
199188.7 3074003.5  124.02 40627 30  3662
198155.1 3073679.6  136.34 42339 30  5116
196322.1 3073437.9   81.18 43343 30  4969
194956.0 3073719.5   69.79 38791 30  3911
194258.8 3073851.4   48.78 38628 30  3799
194772.9 3073022.0  276.92 40751 30  5702
196353.4 3072899.0  256.74 47297 30  6639
198068.3 3073405.4  256.50 43299 30  5751
200044.9 3073265.9  245.35 45749 30  5026
202034.2 3073468.8  280.01 43051 30  3659
204334.2 3075534.9   88.31 41525 30  5452
205892.7 3067645.1  812.44 23882 30  4267
206853.9 3066956.5  644.28 20265 30  5082
206260.1 3065694.4  510.51 15549 30  3326
205835.8 3064348.5  414.91 10637 30  2476
204530.1 3063673.6  320.42 16836 30  1503
205417.6 3062846.4  210.92 11173 30  1092
204601.0 3061594.7  108.56  8537 30   857
206090.4 3061040.5   22.86  3500 30   629
203455.5 3063775.9  253.83 18859 30  1591
202346.2 3064196.5  172.19 20457 30  2027
204875.3 3074570.0  247.18 41970 30  7052
193181.5 3074380.9   19.24 36037 30  4758
192114.3 3075419.0   14.02 28904 30  1593
190000.0 3074000.0   10.00 29390 30  2843
189239.8 3073431.3   12.80 24781 30  1650
190049.1 3073036.5  296.97 23848 30  2303
190286.1 3071559.3  439.10 24249 30  2648
190065.8 3074550.7   40.71 26745 30  1731
202440.5 3074438.1  146.21 40233 30  2819
203739.7 3074594.6  146.18 40835 30  3987
198553.8 3072315.3  886.93 46696 30 10171
197602.9 3072188.9  827.21 47363 30  9153
196787.3 3071812.4  783.16 49456 30  7308
199659.4 3072563.4  602.78 47952 30  7654
201697.8 3072625.9  509.15 45053 30  5246
204096.3 3073070.9  550.41 41763 30  6397
204425.0 3067232.8  778.07 29735 30  3358
203203.2 3067162.4  791.91 30136 30  4003
202283.6 3067517.4  747.21 33969 30  3930
205824.6 3066423.9  649.59 22024 30  3340
205222.8 3065848.2  622.48 20373 30  3154
204046.0 3065581.5  501.08 23698 30  2402
203180.4 3065815.2  503.14 27285 30  2807
205416.2 3064943.4  484.91 16405 30  2273
204445.4 3064853.8  419.88 19476 30  1853
203603.8 3065094.1  414.32 24130 30  2085
205387.5 3060760.3    5.94  5073 30   543
201491.8 3064725.8   39.84 27656 30  2577
207163.9 3067637.6  664.63 21919 30  5889
200918.0 3069094.4  961.23 41326 30  5996
200510.3 3068482.3  761.05 40658 30  5240
206686.7 3073972.1 1236.30 38701 30  8152
205873.0 3072745.8 1334.14 36176 30 10596
204482.6 3071502.6 1336.16 33395 30 10056
203731.2 3071408.4 1282.33 34637 30 10651
203105.0 3071245.4 1232.40 38365 30  9912
202513.5 3071008.7 1186.42 40318 30  9600
201696.2 3071075.0 1124.65 44596 30  9180
200799.4 3071433.3 1047.94 45642 30  8359
200396.2 3071975.9  867.79 46202 30  7728
201747.2 3071904.5  758.70 47033 30  6571
201459.7 3072275.7  648.90 47263 30  6207
203633.5 3073149.8  392.17 42451 30  5825
204156.2 3073721.7  353.92 39719 30  5270
202977.7 3073373.2  263.44 43707 30  4579
201634.6 3073315.1  283.73 44390 30  4110
0 0 0 0 0 0
